370599
47	54	56
55	52	64
33	53	48
95	95	95
35	53	67
70	82	88
33	55	58
11	50	52
96	96	96
73	83	69
56	70	60
52	56	73
82	73	88
74	72	81
60	70	75
67	61	65
70	70	79
45	53	63
57	79	82
95	93	93
6	49	54
77	83	87
66	85	86
83	86	86
50	60	71
84	70	79
33	53	51
67	71	85
70	62	78
75	85	90
80	93	93
87	78	90
34	58	70
33	52	51
57	63	75
95	95	93
49	77	92
91	87	90
44	48	56
95	78	90
33	34	56
80	74	86
48	58	84
81	86	87
43	61	59
90	70	94
36	56	58
95	95	95
57	72	88
69	84	86
61	67	75
45	70	74
33	58	53
53	64	76
7	30	55
33	52	51
67	80	79
79	87	95
43	57	59
79	79	83
44	48	68
43	54	71
99	94	93
43	48	64
33	56	61
62	77	87
64	74	90
44	55	60
97	90	89
33	53	65
33	58	61
65	64	70
64	63	78
57	57	62
77	81	92
86	83	86
38	47	60
73	75	83
67	82	90
65	71	80
62	53	64
47	61	76
79	86	80
43	47	45
69	66	85
35	56	61
43	53	63
59	61	81
86	90	95
58	94	95
14	47	54
50	52	54
48	64	76
43	52	53
47	65	67
60	80	78
54	48	55
90	71	83
82	66	61
74	61	76
91	75	86
45	55	53
13	51	52
64	50	58
73	65	84
13	32	28
48	61	77
55	59	60
60	59	76
46	65	63
68	55	59
11	52	48
13	37	45
59	74	66
80	67	75
45	62	70
43	48	59
97	73	89
51	54	58
20	36	36
95	79	79
75	78	81
70	55	58
87	68	71
59	73	77
54	49	51
43	59	59
69	63	79
74	84	82
33	53	53
49	58	60
57	75	82
78	80	91
57	62	76
82	86	93
76	95	98
75	75	78
46	62	55
49	63	63
44	63	70
63	89	86
90	82	91
33	62	61
88	96	96
95	95	95
91	95	100
37	56	54
33	53	56
34	77	77
63	82	74
95	93	95
95	89	93
90	92	95
35	82	53
33	62	65
57	66	69
37	57	51
10	29	35
99	95	97
65	87	89
58	75	72
48	88	87
90	75	88
93	79	88
78	81	81
73	77	70
82	61	75
50	74	71
70	84	85
93	73	79
77	65	69
66	74	78
82	59	57
37	50	54
95	81	95
33	49	55
81	85	95
63	77	77
86	56	77
98	93	95
70	64	82
70	65	85
33	56	54
81	77	78
36	48	52
51	70	67
82	83	77
82	69	73
81	83	87
79	73	73
55	75	73
95	77	88
76	53	58
67	74	90
57	67	74
46	52	55
84	90	83
61	51	57
92	89	93
43	61	66
51	51	53
72	85	94
77	64	72
68	63	72
71	86	89
95	95	96
14	50	44
72	73	83
33	56	61
61	56	57
90	65	77
51	74	84
95	94	86
95	77	89
95	94	96
95	70	87
33	55	47
92	92	91
62	68	74
90	89	92
95	94	93
76	71	82
95	77	97
80	90	84
67	80	76
88	83	93
74	80	86
35	80	86
14	51	50
50	59	59
46	60	51
43	57	63
56	77	73
43	74	63
4	34	35
43	67	66
44	58	45
38	55	61
33	52	57
33	55	52
34	53	66
61	71	75
73	86	87
43	59	52
80	76	69
73	85	88
38	56	64
43	62	52
43	76	82
52	72	62
60	78	61
33	64	72
43	67	69
95	88	94
65	77	90
95	93	90
95	98	97
43	77	92
95	82	88
72	77	75
95	95	99
57	65	77
51	74	78
74	86	95
95	91	94
78	95	93
90	89	94
96	96	96
84	94	81
82	69	63
58	64	82
82	75	80
35	83	80
95	95	97
58	68	65
51	76	76
95	88	94
94	93	92
95	97	93
45	72	72
43	68	70
69	87	84
76	94	89
88	97	96
47	79	84
34	65	57
11	58	82
46	78	68
95	92	94
90	91	94
88	85	90
80	75	74
35	76	76
59	73	85
43	66	60
91	84	97
81	82	81
68	73	71
92	89	95
43	71	83
94	95	95
95	90	85
95	91	97
43	75	76
61	68	88
95	91	95
89	86	94
54	83	76
77	83	93
77	82	80
64	77	73
82	91	95
72	83	94
86	91	95
82	77	93
62	71	64
77	91	96
89	91	98
59	81	92
100	88	97
74	86	91
33	59	54
82	95	95
55	54	73
67	67	61
36	46	59
70	74	93
12	46	51
33	65	63
76	72	70
70	67	81
33	64	65
2	29	45
9	30	46
65	58	70
33	33	58
68	75	92
33	51	51
75	63	56
33	53	77
11	47	53
95	85	89
67	76	92
34	69	63
65	75	73
76	95	88
34	61	55
91	88	96
55	70	62
80	92	80
46	65	51
33	46	52
84	69	80
74	71	90
43	53	65
50	56	68
99	89	95
84	68	93
43	60	55
64	65	77
47	55	72
43	56	63
98	86	96
44	64	65
85	75	84
73	80	90
58	51	62
55	62	72
43	55	58
16	49	55
38	62	70
33	48	59
84	78	87
43	81	52
39	65	52
43	78	60
70	90	67
62	76	59
33	59	52
57	67	77
57	94	79
69	71	80
11	36	42
33	58	73
43	59	75
36	48	62
61	62	70
33	52	63
8	48	54
59	61	78
11	48	58
71	67	82
54	68	71
43	66	61
34	78	71
34	48	68
43	66	75
46	49	56
70	78	84
54	66	79
35	48	54
39	56	66
83	80	95
1	48	55
33	70	83
33	49	55
51	62	67
39	54	55
95	95	96
93	81	86
79	83	81
59	94	94
99	95	97
48	76	71
52	70	73
44	57	75
76	77	81
76	95	94
47	74	76
48	95	94
61	74	88
94	85	93
60	82	72
50	67	67
43	59	78
46	59	67
49	70	63
83	81	94
53	59	66
43	57	71
44	71	65
87	79	79
63	63	76
84	58	63
78	69	85
87	87	92
71	65	71
70	75	90
74	80	87
73	76	85
84	71	90
52	62	77
77	92	94
75	86	88
33	56	74
74	87	95
70	72	82
43	77	74
66	76	72
89	87	86
47	76	67
93	89	95
95	81	87
95	86	88
87	91	95
98	95	98
54	85	86
89	85	90
73	84	93
49	66	79
69	67	70
71	76	85
95	90	89
89	78	91
90	91	98
95	85	93
65	85	91
95	88	96
95	86	93
97	90	95
95	81	91
89	75	84
95	86	92
83	90	95
95	69	85
88	87	95
95	92	98
89	83	90
47	61	61
73	86	88
99	99	95
97	92	95
85	69	88
95	93	90
99	94	95
87	93	94
95	78	66
85	82	92
60	64	72
36	64	86
95	92	95
79	69	84
72	67	72
77	73	84
78	91	88
90	86	95
46	56	78
51	63	72
37	53	67
43	50	58
52	56	69
79	64	76
94	79	92
67	76	83
91	81	94
76	77	84
77	76	82
58	59	72
87	79	93
44	57	61
79	66	74
67	70	82
90	79	88
68	71	79
43	58	78
80	77	77
83	84	92
78	78	82
95	95	94
73	74	72
70	75	93
72	90	97
87	79	85
95	91	95
71	60	82
49	63	77
94	95	94
33	57	59
66	64	73
92	87	94
35	63	75
80	84	95
70	57	84
51	60	73
7	33	34
72	73	86
66	73	84
43	53	65
58	56	60
43	66	79
43	51	60
73	62	74
60	60	70
93	90	92
45	75	95
57	59	65
80	63	75
91	88	89
72	60	89
58	63	75
82	95	99
50	78	80
47	55	69
58	88	92
63	60	72
40	62	56
52	54	68
79	95	95
99	95	99
87	89	96
80	71	80
37	57	57
65	73	85
68	61	90
86	74	87
93	75	90
50	68	84
68	64	82
44	51	56
84	95	95
49	55	77
60	70	86
95	85	95
59	71	79
60	57	75
80	65	85
10	52	80
47	61	80
82	78	93
95	95	95
94	80	95
87	87	94
57	63	78
33	32	55
66	80	79
84	88	96
56	69	82
70	64	67
60	81	85
63	72	88
55	74	83
75	95	95
33	63	76
61	75	90
59	87	83
95	90	96
93	92	99
66	77	92
39	57	70
53	65	75
76	74	76
33	62	66
33	54	79
95	88	98
53	68	69
36	54	66
44	56	64
87	74	79
43	56	80
56	68	72
61	69	78
50	60	68
87	68	88
73	69	89
48	58	75
43	59	68
54	59	61
60	82	94
65	56	89
67	62	88
79	72	76
9	49	55
33	60	71
34	50	65
51	54	73
45	53	72
72	73	80
57	57	69
44	49	54
5	35	42
44	50	52
43	58	80
13	51	56
58	63	88
43	57	64
43	66	73
8	33	52
6	39	35
8	52	54
11	38	54
37	53	57
17	36	41
10	37	39
14	35	43
35	56	77
49	64	64
95	80	77
57	81	90
47	59	80
33	67	70
79	78	91
45	55	80
44	64	81
43	80	94
72	91	95
51	59	80
33	59	73
64	71	95
56	66	94
75	75	98
62	89	90
43	59	79
63	72	76
61	54	73
60	76	93
11	61	63
33	57	68
43	60	62
52	58	63
91	80	85
38	63	74
54	83	86
91	83	91
51	64	76
59	77	89
61	76	86
44	61	81
33	54	67
92	75	95
57	76	89
55	58	80
92	95	95
33	51	63
47	76	89
78	59	83
33	50	58
86	90	93
91	66	87
73	67	79
90	69	87
84	83	94
91	94	89
95	85	91
69	68	82
58	63	77
65	73	85
72	83	86
95	91	94
97	95	96
46	59	82
95	95	95
66	62	87
75	91	95
79	85	82
95	92	96
60	64	94
95	89	85
54	59	71
95	91	92
62	69	64
84	71	75
96	92	91
59	56	59
66	71	81
76	76	93
95	94	91
89	88	89
95	94	87
64	76	90
62	79	84
72	72	76
95	88	90
70	80	93
87	76	94
70	76	95
33	52	64
64	72	89
12	56	51
14	51	52
44	58	60
11	30	33
33	48	30
13	31	31
33	55	55
33	50	69
43	51	59
33	33	49
50	51	84
98	95	99
79	68	95
45	51	66
43	61	79
43	51	64
72	66	87
46	62	90
80	86	91
57	58	73
83	90	96
66	72	92
95	86	95
76	69	85
93	93	85
89	71	83
78	67	90
71	62	75
33	35	61
61	79	94
94	77	95
72	67	81
87	84	93
45	61	78
94	79	94
70	68	89
86	78	95
83	84	94
50	80	84
55	66	92
43	58	68
4	34	52
9	52	61
76	82	90
10	50	51
15	57	50
7	58	56
2	63	50
70	77	81
34	57	58
9	38	41
62	70	71
35	65	70
52	72	73
48	81	83
65	72	87
46	63	86
63	82	76
57	78	71
63	69	80
33	56	59
47	69	65
72	71	90
60	76	83
66	76	80
52	73	90
68	79	86
85	89	93
82	94	95
78	84	96
54	77	85
75	78	90
56	77	85
55	66	83
85	87	92
68	69	86
78	77	93
65	63	86
65	73	82
58	62	76
33	51	55
65	86	80
33	61	71
33	63	74
76	79	87
85	94	95
33	55	53
95	93	93
78	81	81
95	95	97
4	55	52
64	83	75
49	58	63
55	71	71
49	76	93
38	58	76
46	66	78
58	85	79
45	58	61
46	57	57
86	78	87
54	55	63
49	72	67
53	52	73
95	88	93
14	55	53
34	64	73
43	51	65
77	76	78
35	52	56
96	96	97
95	95	94
88	82	94
54	72	80
47	49	66
95	89	95
66	89	95
95	98	95
50	57	60
90	86	95
43	56	71
59	68	81
100	99	96
54	80	92
73	69	83
82	78	94
50	69	82
83	82	89
49	56	64
89	93	95
33	55	65
86	78	85
65	77	81
65	81	86
80	87	86
48	62	71
87	84	82
82	84	87
69	71	76
87	81	96
95	86	92
54	60	86
70	78	81
87	78	81
95	96	97
54	67	66
82	88	94
35	52	64
72	91	90
56	71	84
68	74	90
95	88	94
70	68	78
95	94	95
92	89	95
50	79	77
69	84	95
78	90	94
33	51	51
81	52	73
91	87	90
78	88	88
74	79	84
43	55	50
43	60	53
57	65	72
45	72	60
33	50	63
45	60	69
68	86	86
53	56	68
49	73	83
50	72	73
95	95	95
43	61	68
99	98	95
43	60	78
72	73	89
33	61	58
43	55	63
36	60	65
96	96	97
98	96	98
90	77	94
69	89	93
47	60	62
100	95	99
61	86	84
49	76	77
1	55	36
78	88	90
52	75	80
73	76	89
72	73	79
72	70	85
62	68	85
83	80	95
81	83	85
89	82	95
43	50	72
84	66	85
81	87	93
47	75	80
43	58	75
97	94	94
33	51	38
95	95	90
82	76	89
84	80	84
95	78	95
95	94	92
95	87	97
76	74	88
72	75	91
49	50	68
64	58	69
45	62	68
45	59	54
57	77	77
95	96	95
68	80	82
95	85	83
33	56	75
64	80	89
95	88	95
80	70	79
86	77	81
91	95	94
14	51	54
78	78	87
95	93	91
43	71	83
95	86	88
69	79	74
43	59	62
87	78	80
11	55	55
54	82	85
50	50	63
52	75	75
43	60	65
60	81	76
64	84	88
63	74	72
55	56	70
84	92	92
94	88	95
95	83	95
95	90	93
95	87	88
73	76	92
95	95	98
55	76	72
90	84	95
81	85	93
73	95	77
78	76	94
88	91	88
95	95	96
94	95	96
89	83	95
83	84	89
99	95	98
100	95	99
95	95	95
97	90	95
100	93	94
95	87	95
95	91	97
81	88	91
95	95	95
95	88	95
91	95	91
86	76	73
95	95	95
95	90	92
95	95	95
80	94	95
100	97	98
69	84	78
95	92	95
90	92	94
44	69	73
71	93	95
85	78	84
93	88	88
83	95	87
78	89	95
97	95	99
83	85	87
72	93	97
90	86	84
64	95	98
76	91	95
92	91	86
76	89	87
95	95	99
64	71	72
78	87	69
85	80	86
65	73	79
65	77	74
73	73	80
96	85	93
71	89	83
53	74	65
43	77	84
50	56	70
50	78	86
95	97	97
64	85	86
93	95	94
71	89	92
88	95	95
63	95	92
68	78	83
68	88	86
54	69	68
63	82	84
93	95	95
74	90	94
71	79	73
35	58	56
63	90	84
85	87	72
59	83	84
54	87	84
95	95	97
67	85	85
85	88	91
85	89	95
80	85	91
60	81	83
62	76	73
46	70	78
43	59	62
33	61	66
66	80	83
64	77	88
43	70	77
34	62	57
45	71	78
55	73	80
47	63	68
95	95	96
82	65	72
59	70	82
95	84	94
36	51	59
43	56	61
59	70	73
34	56	63
92	84	94
48	71	76
75	79	84
66	74	83
44	66	73
48	60	68
72	72	85
33	63	67
33	57	66
44	56	70
81	89	95
43	62	78
43	56	70
33	67	83
68	75	85
47	64	71
64	89	93
63	83	86
47	67	77
95	89	95
35	67	68
65	64	77
72	76	90
46	65	74
95	82	95
51	75	87
10	57	65
81	95	100
48	70	79
81	85	84
68	81	85
43	58	61
60	84	90
66	80	82
40	57	65
43	65	69
56	69	80
65	80	95
56	78	84
48	56	68
95	95	97
43	68	81
36	78	81
63	75	85
38	56	63
60	50	69
53	72	83
51	68	76
59	83	90
33	42	57
49	71	95
44	58	78
57	76	91
61	74	82
48	69	70
48	62	70
48	60	62
43	57	72
55	66	91
69	80	95
45	83	88
43	61	77
93	87	97
35	69	62
33	50	55
95	90	87
34	57	61
72	80	94
36	59	54
33	55	52
5	34	36
95	89	95
1	34	52
48	72	81
64	83	86
33	56	50
95	92	88
50	77	83
85	91	75
67	74	79
85	85	91
70	80	75
79	62	84
8	54	53
95	94	96
33	34	50
63	82	87
95	89	95
58	66	79
33	55	53
37	64	64
46	66	73
78	78	83
33	56	58
70	77	90
33	48	52
69	83	89
59	67	72
69	75	78
59	75	79
95	83	89
68	78	87
13	39	39
44	49	53
57	55	74
33	55	58
88	84	88
33	61	63
33	55	56
34	49	49
62	72	59
71	95	91
85	81	94
33	50	51
33	58	69
73	79	82
75	86	90
44	60	67
38	55	61
52	74	77
15	55	49
33	49	65
65	74	84
33	53	58
12	32	34
4	26	31
9	44	47
8	51	57
33	52	48
68	72	74
90	93	86
89	80	76
9	50	57
83	55	76
33	56	67
13	50	63
95	84	96
85	82	87
49	66	76
62	67	79
51	60	66
52	51	59
95	95	98
43	56	63
33	52	63
33	57	52
33	36	53
43	56	62
95	95	97
75	62	60
88	92	95
72	80	69
53	66	74
66	69	83
59	60	69
88	86	95
95	95	97
95	77	95
4	29	39
33	55	62
33	52	59
49	56	75
33	61	63
34	52	61
33	32	53
34	54	50
33	51	61
9	50	49
34	50	51
33	58	58
2	37	33
33	35	55
43	58	67
61	62	68
51	78	77
92	92	91
46	48	64
61	49	61
58	72	76
87	92	80
71	64	73
52	58	71
58	50	64
73	68	78
88	85	92
6	55	51
33	59	61
95	93	86
9	48	50
81	77	93
75	75	95
87	91	95
95	85	95
78	64	78
33	48	54
34	54	63
59	63	68
72	73	93
33	56	59
63	56	63
58	61	70
43	60	68
7	55	67
75	74	72
34	52	65
50	73	80
95	94	95
33	72	64
89	88	95
94	77	95
100	98	100
83	88	92
78	70	90
33	36	65
48	48	59
33	56	54
95	93	99
35	61	66
94	80	87
81	80	89
90	90	93
45	67	77
71	81	83
95	95	87
33	56	58
95	83	93
43	50	56
61	82	91
51	69	74
88	82	93
33	58	61
43	56	65
96	88	98
37	58	60
62	74	79
43	63	67
43	57	69
54	69	77
56	73	68
33	50	37
70	74	77
67	65	63
73	67	78
86	86	83
87	83	84
78	63	86
33	56	54
33	50	50
64	63	72
77	86	91
33	56	70
44	50	62
76	80	89
33	50	54
95	81	91
33	63	64
43	83	79
54	78	77
33	54	59
33	51	59
59	71	62
13	57	51
82	89	93
7	50	50
83	72	76
33	56	59
11	50	55
43	51	61
52	57	65
33	51	63
62	73	77
82	72	82
100	95	97
78	72	91
70	74	76
81	78	87
77	70	85
95	91	97
95	95	99
95	93	95
95	92	95
97	94	96
74	83	93
63	72	80
95	94	95
49	56	70
44	56	64
84	85	92
63	60	73
76	69	82
95	70	90
83	82	86
36	53	62
76	70	81
47	68	61
37	48	52
65	95	94
44	58	52
87	75	84
79	62	74
95	93	95
56	72	75
60	62	63
97	92	95
35	62	55
95	89	90
95	84	88
83	79	79
95	85	85
56	45	67
89	84	86
60	86	86
46	67	66
88	72	81
91	90	95
48	59	58
56	73	74
77	73	86
95	77	93
62	72	70
85	87	89
97	95	95
97	90	95
82	89	94
81	90	91
80	89	95
82	78	63
48	58	70
77	81	76
95	93	95
95	81	95
79	93	96
81	82	89
70	69	69
72	75	81
79	68	83
85	91	93
44	68	64
99	95	97
98	94	97
93	88	88
86	73	87
95	91	92
63	86	93
95	94	94
53	65	70
81	85	95
95	95	95
92	86	81
81	80	84
54	83	90
91	77	91
33	56	82
71	83	85
57	61	68
43	69	90
77	77	87
61	83	85
99	93	96
78	80	81
81	66	71
43	62	62
75	85	82
68	57	59
69	64	85
95	91	85
60	49	60
95	77	94
74	70	86
61	60	76
81	82	80
75	83	93
75	82	83
95	95	92
99	99	95
82	88	88
85	71	70
95	95	94
95	95	95
43	55	66
70	75	91
95	99	95
99	95	96
95	94	95
96	95	95
85	93	90
33	66	66
88	88	93
74	79	89
52	70	77
88	95	94
85	70	83
95	87	94
95	91	94
56	69	84
99	95	96
90	93	95
95	95	95
95	94	81
97	84	94
56	69	58
98	84	95
98	93	96
57	78	72
87	81	87
62	77	86
77	85	84
92	84	97
95	95	99
63	80	76
75	87	91
63	69	76
38	85	84
84	80	93
53	79	87
78	73	83
55	72	82
54	90	91
65	83	91
100	96	98
89	84	70
73	87	86
93	95	98
95	95	98
46	71	80
93	93	92
62	68	83
90	95	95
53	61	70
95	91	93
95	95	90
83	72	84
77	85	74
80	71	81
64	78	68
63	70	80
87	94	87
48	62	64
83	80	84
96	85	95
100	95	99
96	95	96
100	91	95
95	93	97
95	94	93
43	74	84
87	74	78
88	83	85
95	86	93
95	93	95
97	95	95
75	82	85
48	67	59
93	85	85
45	82	87
93	92	86
70	56	68
95	95	95
92	91	84
95	79	82
99	97	94
49	80	83
95	95	99
95	95	98
77	83	87
95	95	92
70	59	71
95	83	95
96	95	92
69	71	82
95	95	95
60	67	67
58	64	65
95	78	88
12	29	33
43	48	60
49	54	65
55	45	50
33	47	51
33	47	59
43	56	52
5	49	51
73	59	78
55	71	68
71	67	60
7	32	51
10	30	36
7	36	33
6	26	36
10	28	29
9	56	69
11	50	72
14	29	34
33	52	59
38	60	65
52	61	58
43	63	69
35	60	78
50	62	70
49	67	72
59	71	82
80	71	80
74	81	80
45	68	69
55	64	72
46	53	70
45	59	64
62	57	71
57	56	55
51	60	62
84	86	91
68	73	90
47	56	61
74	90	95
73	81	90
75	84	93
95	95	95
65	77	94
73	83	94
57	78	83
84	82	93
88	88	98
59	72	82
37	67	76
55	80	71
53	71	82
55	68	67
53	70	78
77	86	95
58	65	76
93	92	95
53	64	77
65	80	75
52	77	79
51	65	76
38	58	73
60	86	85
58	61	80
50	73	87
83	76	95
45	60	78
84	81	91
76	88	85
62	67	72
43	55	68
63	60	77
57	78	83
33	53	49
33	48	52
79	78	88
92	81	93
100	95	95
77	70	81
49	56	67
50	71	66
51	61	78
52	57	77
95	95	95
33	49	58
60	71	84
61	61	75
70	72	79
57	90	84
49	59	74
55	65	86
96	93	96
62	65	67
74	75	69
60	74	76
72	92	95
33	61	66
77	72	83
63	74	86
82	80	89
99	93	95
80	91	95
43	66	81
46	66	67
60	64	82
57	69	70
95	95	95
95	82	87
66	72	83
87	73	78
43	60	73
77	71	64
68	75	79
82	68	86
84	71	74
43	53	65
44	79	92
43	69	63
12	45	51
46	53	74
79	76	81
61	60	59
53	52	60
33	58	68
62	59	68
90	75	83
43	65	63
73	75	73
76	74	89
15	50	64
56	52	73
60	48	55
95	79	94
95	86	94
89	88	92
48	55	65
95	94	95
88	63	88
93	90	90
62	77	89
78	69	80
83	83	91
79	81	81
92	76	92
70	65	80
97	95	95
86	90	95
86	66	80
89	81	82
81	90	89
43	61	77
87	85	94
84	83	94
95	95	97
70	70	80
70	78	79
52	76	87
60	77	79
43	61	79
97	96	95
85	76	86
73	80	90
95	86	90
91	80	80
99	95	95
94	90	94
73	79	73
80	71	85
86	86	95
93	93	95
95	94	95
68	81	92
98	94	95
72	89	83
67	79	95
86	89	93
80	94	93
95	99	98
96	91	92
95	94	99
95	94	96
59	70	68
95	77	88
65	79	72
65	78	83
80	69	72
64	71	73
95	96	95
93	82	90
86	86	93
48	72	73
67	78	80
67	68	68
43	64	68
74	81	83
90	91	95
95	95	96
86	93	95
36	50	54
64	63	74
43	58	62
34	50	60
4	30	40
44	56	61
43	47	55
33	31	53
86	82	90
74	85	94
6	32	36
44	52	53
33	59	67
43	59	74
13	50	55
44	57	62
10	35	38
44	67	86
33	54	50
54	83	73
34	53	53
21	21	27
61	68	76
63	58	61
46	54	65
91	87	95
45	61	70
99	86	95
46	58	77
98	94	92
95	76	84
95	73	72
43	54	62
96	86	89
96	98	95
55	62	80
95	75	95
5	51	54
43	64	60
95	89	95
73	69	84
54	59	69
47	56	66
95	81	91
95	74	80
95	94	95
97	96	98
43	54	56
62	48	62
61	56	79
95	78	94
95	95	100
44	57	70
43	49	60
48	53	76
70	76	85
62	57	82
60	66	72
58	56	65
76	65	83
95	85	95
70	67	83
46	64	80
90	72	93
50	53	64
44	60	79
43	61	76
43	56	84
50	69	92
65	67	82
33	54	68
67	81	93
47	63	79
80	88	96
50	60	75
36	66	79
77	79	94
46	73	77
95	88	96
33	57	52
64	71	85
55	86	91
33	56	75
59	69	89
88	88	97
72	69	95
46	77	78
55	69	78
37	53	76
52	64	79
52	61	66
66	78	89
43	55	54
14	38	54
43	55	71
70	60	95
33	33	65
44	64	86
74	85	98
70	64	79
43	50	56
45	55	70
33	60	81
68	68	86
46	59	83
33	51	69
65	60	87
44	63	88
37	50	60
36	62	71
81	92	95
53	61	74
56	66	83
84	66	89
60	70	88
97	83	95
44	60	78
60	61	74
60	68	77
54	65	70
75	68	78
18	33	37
33	49	53
74	64	93
50	80	94
99	93	95
54	60	76
64	55	68
65	68	73
95	88	96
63	54	71
62	54	72
51	50	74
52	49	66
54	50	62
45	56	72
72	57	60
38	49	55
43	57	72
33	33	60
33	54	65
92	66	78
45	49	62
35	53	61
47	54	65
86	81	85
75	66	76
33	53	60
38	53	62
91	92	91
91	80	91
71	72	81
54	55	57
43	71	56
33	48	46
75	74	76
34	53	49
50	64	65
72	89	93
95	89	97
84	78	92
81	88	92
53	55	53
62	67	73
47	77	66
78	79	97
90	93	87
43	69	64
51	68	59
68	79	78
97	91	96
95	74	93
45	59	67
97	94	98
